customer_key,customer_id,account_number,person_id,full_name,first_name,last_name,email_promotion,territory_id
9220,19518,AW00019518,4082.0,Clifford Arun,Clifford,Arun,2.0,8
9221,19519,AW00019519,4796.0,Bianca Zhu,Bianca,Zhu,1.0,7
9222,19520,AW00019520,10542.0,Kari Muñoz,Kari,Muñoz,2.0,10
9223,19521,AW00019521,7069.0,Jaime Dominguez,Jaime,Dominguez,0.0,7
9224,19522,AW00019522,6757.0,Christian Powell,Christian,Powell,2.0,10
9225,19523,AW00019523,17538.0,Brittney Holt,Brittney,Holt,0.0,10
9226,19524,AW00019524,16235.0,Denise Malhotra,Denise,Malhotra,0.0,7
9227,19525,AW00019525,13046.0,Hannah Flores,Hannah,Flores,0.0,6
9228,19526,AW00019526,8426.0,Angela Cooper,Angela,Cooper,2.0,6
9229,19527,AW00019527,16850.0,Gabriel Adams,Gabriel,Adams,0.0,6
9230,19528,AW00019528,10884.0,Bailey Hall,Bailey,Hall,0.0,1
9231,19529,AW00019529,9807.0,Bailey Parker,Bailey,Parker,2.0,1
9232,19530,AW00019530,2432.0,Lisa Liang,Lisa,Liang,0.0,4
9233,19531,AW00019531,18250.0,John Robinson,John,Robinson,1.0,4
9234,19532,AW00019532,11797.0,Victoria Brown,Victoria,Brown,0.0,4
9235,19533,AW00019533,7405.0,Vanessa Long,Vanessa,Long,0.0,4
9236,19534,AW00019534,14356.0,Adrian Torres,Adrian,Torres,0.0,4
9237,19535,AW00019535,16527.0,Alex Mitchell,Alex,Mitchell,0.0,4
9238,19536,AW00019536,8972.0,Brooke Cooper,Brooke,Cooper,0.0,6
9239,19537,AW00019537,7926.0,Michelle Brooks,Michelle,Brooks,0.0,1
9240,19538,AW00019538,17442.0,Connor Hall,Connor,Hall,1.0,1
9241,19539,AW00019539,16408.0,Latoya Raji,Latoya,Raji,1.0,4
9242,19540,AW00019540,8476.0,Jade Richardson,Jade,Richardson,0.0,1
9243,19541,AW00019541,2775.0,Alexandra Cooper,Alexandra,Cooper,0.0,6
9244,19542,AW00019542,17448.0,Robert Allen,Robert,Allen,0.0,1
9245,19543,AW00019543,14325.0,Evan Torres,Evan,Torres,1.0,1
9246,19544,AW00019544,2949.0,Katherine Price,Katherine,Price,1.0,4
9247,19545,AW00019545,14084.0,Garrett Watson,Garrett,Watson,0.0,4
9248,19546,AW00019546,16185.0,Angel Campbell,Angel,Campbell,0.0,6
9249,19547,AW00019547,19048.0,Lauren Patterson,Lauren,Patterson,2.0,4
9250,19548,AW00019548,20579.0,Kaitlyn Howard,Kaitlyn,Howard,0.0,4
9251,19549,AW00019549,5830.0,Kevin Sharma,Kevin,Sharma,1.0,1
9252,19550,AW00019550,4277.0,Lucas Perez,Lucas,Perez,0.0,4
9253,19551,AW00019551,6016.0,Samuel Alexander,Samuel,Alexander,0.0,1
9254,19552,AW00019552,17722.0,Margaret Zhu,Margaret,Zhu,0.0,1
9255,19553,AW00019553,17390.0,Karen Wang,Karen,Wang,0.0,6
9256,19554,AW00019554,7978.0,Emmanuel Raman,Emmanuel,Raman,2.0,6
9257,19555,AW00019555,12472.0,Alejandro Liu,Alejandro,Liu,0.0,9
9258,19556,AW00019556,3586.0,Shawna Andersen,Shawna,Andersen,0.0,9
9259,19557,AW00019557,8552.0,Bridget She,Bridget,She,1.0,9
9260,19558,AW00019558,16694.0,Gloria Ortega,Gloria,Ortega,1.0,9
9261,19559,AW00019559,3655.0,Cedric Cai,Cedric,Cai,1.0,9
9262,19560,AW00019560,14937.0,Randall Martin,Randall,Martin,1.0,9
9263,19561,AW00019561,18951.0,Orlando Serrano,Orlando,Serrano,1.0,9
9264,19562,AW00019562,17472.0,Leah Guo,Leah,Guo,1.0,9
9265,19563,AW00019563,13715.0,Robin Moreno,Robin,Moreno,1.0,9
9266,19564,AW00019564,14451.0,Lawrence Gutierrez,Lawrence,Gutierrez,0.0,9
9267,19565,AW00019565,19668.0,Patricia Saunders,Patricia,Saunders,2.0,9
9268,19566,AW00019566,11213.0,Ruben Sara,Ruben,Sara,0.0,9
9269,19567,AW00019567,11579.0,Barbara Hu,Barbara,Hu,0.0,9
9270,19568,AW00019568,17811.0,Candice Sun,Candice,Sun,0.0,9
9271,19569,AW00019569,16043.0,Kellie Torres,Kellie,Torres,1.0,9
9272,19570,AW00019570,14330.0,Kristy Navarro,Kristy,Navarro,1.0,9
9273,19571,AW00019571,10744.0,Sydney Johnson,Sydney,Johnson,1.0,9
9274,19572,AW00019572,8880.0,Melissa Bailey,Melissa,Bailey,0.0,9
9275,19573,AW00019573,9826.0,Deanna Rubio,Deanna,Rubio,1.0,9
9276,19574,AW00019574,9032.0,Michele Ramos,Michele,Ramos,2.0,9
9277,19575,AW00019575,3853.0,Marco Patel,Marco,Patel,0.0,9
9278,19576,AW00019576,10107.0,Mackenzie Hill,Mackenzie,Hill,2.0,9
9279,19577,AW00019577,15782.0,Martin Perez,Martin,Perez,1.0,9
9280,19578,AW00019578,2718.0,Max Rubio,Max,Rubio,0.0,9
9281,19579,AW00019579,12194.0,Dawn Zheng,Dawn,Zheng,0.0,9
9282,19580,AW00019580,6704.0,Eddie Sanz,Eddie,Sanz,1.0,9
9283,19581,AW00019581,18224.0,Todd Ma,Todd,Ma,0.0,9
9284,19582,AW00019582,17271.0,Bethany Luo,Bethany,Luo,0.0,9
9285,19583,AW00019583,5391.0,Jake Li,Jake,Li,0.0,9
9286,19584,AW00019584,8102.0,Terrance Sanchez,Terrance,Sanchez,1.0,9
9287,19585,AW00019585,10708.0,Kristi Fernandez,Kristi,Fernandez,0.0,9
9288,19586,AW00019586,5029.0,Alvin Sharma,Alvin,Sharma,1.0,9
9289,19587,AW00019587,11543.0,Alyssa Martin,Alyssa,Martin,0.0,9
9290,19588,AW00019588,19471.0,Raymond Raman,Raymond,Raman,2.0,9
9291,19589,AW00019589,5395.0,Jake Huang,Jake,Huang,0.0,9
9292,19590,AW00019590,16753.0,Martin Subram,Martin,Subram,1.0,9
9293,19591,AW00019591,20272.0,Derek Raji,Derek,Raji,0.0,9
9294,19592,AW00019592,19983.0,Tara Xu,Tara,Xu,2.0,9
9295,19593,AW00019593,7548.0,Carla Rana,Carla,Rana,1.0,9
9296,19594,AW00019594,5003.0,Suzanne Liu,Suzanne,Liu,0.0,9
9297,19595,AW00019595,16979.0,Carl Raji,Carl,Raji,0.0,9
9298,19596,AW00019596,15867.0,Allen Fernandez,Allen,Fernandez,0.0,9
9299,19597,AW00019597,10306.0,Jay Martin,Jay,Martin,0.0,9
9300,19598,AW00019598,20622.0,Kaitlyn Powell,Kaitlyn,Powell,0.0,9
9301,19599,AW00019599,5072.0,Alvin Jai,Alvin,Jai,2.0,9
9302,19600,AW00019600,11298.0,Lacey Andersen,Lacey,Andersen,1.0,9
9303,19601,AW00019601,2829.0,Alfredo Suarez,Alfredo,Suarez,2.0,9
9304,19602,AW00019602,4031.0,Stanley Madan,Stanley,Madan,0.0,9
9305,19603,AW00019603,10421.0,Tabitha Hernandez,Tabitha,Hernandez,0.0,9
9306,19604,AW00019604,13951.0,Wendy Blanco,Wendy,Blanco,2.0,9
9307,19605,AW00019605,9393.0,Brad Shan,Brad,Shan,1.0,9
9308,19606,AW00019606,15554.0,Gabriel Parker,Gabriel,Parker,1.0,9
9309,19607,AW00019607,15813.0,Troy Subram,Troy,Subram,0.0,9
9310,19608,AW00019608,2872.0,Harold Prasad,Harold,Prasad,1.0,9
9311,19609,AW00019609,10513.0,Kari Martinez,Kari,Martinez,0.0,9
9312,19610,AW00019610,8856.0,Deborah Andersen,Deborah,Andersen,1.0,9
9313,19611,AW00019611,7202.0,Meagan Prasad,Meagan,Prasad,0.0,9
9314,19612,AW00019612,6927.0,Marvin Sanz,Marvin,Sanz,1.0,9
9315,19613,AW00019613,11220.0,Ruben Garcia,Ruben,Garcia,1.0,9
9316,19614,AW00019614,3754.0,Wyatt Williams,Wyatt,Williams,2.0,9
9317,19615,AW00019615,7849.0,Franklin Sun,Franklin,Sun,0.0,9
9318,19616,AW00019616,7369.0,Stefanie Rana,Stefanie,Rana,2.0,9
9319,19617,AW00019617,20517.0,Keith Nath,Keith,Nath,0.0,9
9320,19618,AW00019618,11805.0,Ross Johnsen,Ross,Johnsen,0.0,9
9321,19619,AW00019619,15335.0,Eduardo Morris,Eduardo,Morris,2.0,9
9322,19620,AW00019620,2750.0,Andy Vazquez,Andy,Vazquez,0.0,9
9323,19621,AW00019621,8077.0,Mariah Barnes,Mariah,Barnes,1.0,9
9324,19622,AW00019622,13293.0,Roger Yuan,Roger,Yuan,0.0,9
9325,19623,AW00019623,8724.0,Cristina Tang,Cristina,Tang,0.0,9
9326,19624,AW00019624,18111.0,Wesley Zhu,Wesley,Zhu,0.0,9
9327,19625,AW00019625,8204.0,Ivan Gonzalez,Ivan,Gonzalez,2.0,9
9328,19626,AW00019626,20316.0,Bradley Anand,Bradley,Anand,0.0,9
9329,19627,AW00019627,10564.0,Kari Blanco,Kari,Blanco,0.0,9
9330,19628,AW00019628,19600.0,Holly Martinez,Holly,Martinez,2.0,9
9331,19629,AW00019629,13919.0,Theresa Carlson,Theresa,Carlson,1.0,9
9332,19630,AW00019630,4711.0,Jodi Raje,Jodi,Raje,0.0,9
9333,19631,AW00019631,16561.0,Timothy Scott,Timothy,Scott,1.0,9
9334,19632,AW00019632,14458.0,Lawrence Vazquez,Lawrence,Vazquez,0.0,9
9335,19633,AW00019633,20041.0,Destiny Gray,Destiny,Gray,2.0,4
9336,19634,AW00019634,2600.0,Gregory Nath,Gregory,Nath,1.0,4
9337,19635,AW00019635,12220.0,Dawn Shan,Dawn,Shan,1.0,1
9338,19636,AW00019636,12117.0,Jessica Lee,Jessica,Lee,0.0,1
9339,19637,AW00019637,13740.0,Eduardo Long,Eduardo,Long,0.0,1
9340,19638,AW00019638,8200.0,Kimberly Peterson,Kimberly,Peterson,0.0,1
9341,19639,AW00019639,19245.0,Victor Gill,Victor,Gill,0.0,4
9342,19640,AW00019640,4557.0,Richard Walker,Richard,Walker,2.0,6
9343,19641,AW00019641,4593.0,Richard Evans,Richard,Evans,2.0,1
9344,19642,AW00019642,9316.0,Kaylee Evans,Kaylee,Evans,0.0,6
9345,19643,AW00019643,7890.0,Jacqueline Watson,Jacqueline,Watson,1.0,1
9346,19644,AW00019644,16524.0,Gloria Gill,Gloria,Gill,1.0,4
9347,19645,AW00019645,15352.0,Carlos Rogers,Carlos,Rogers,0.0,6
9348,19646,AW00019646,4729.0,Ian Lee,Ian,Lee,0.0,6
9349,19647,AW00019647,3176.0,Hailey Sanders,Hailey,Sanders,0.0,6
9350,19648,AW00019648,11664.0,Lauren Hall,Lauren,Hall,0.0,6
9351,19649,AW00019649,11923.0,Elizabeth Martin,Elizabeth,Martin,0.0,1
9352,19650,AW00019650,14193.0,Sabrina Sanz,Sabrina,Sanz,0.0,9
9353,19651,AW00019651,2952.0,Jarrod Perez,Jarrod,Perez,0.0,9
9354,19652,AW00019652,19443.0,Douglas Rodriguez,Douglas,Rodriguez,2.0,9
9355,19653,AW00019653,16220.0,Tina Gonzalez,Tina,Gonzalez,0.0,9
9356,19654,AW00019654,13802.0,Richard Alexander,Richard,Alexander,0.0,1
9357,19655,AW00019655,20248.0,Cindy Murphy,Cindy,Murphy,0.0,4
9358,19656,AW00019656,2855.0,Sydney Travers,Sydney,Travers,1.0,4
9359,19657,AW00019657,13015.0,Emily Griffin,Emily,Griffin,2.0,1
9360,19658,AW00019658,6976.0,Dylan Russell,Dylan,Russell,0.0,4
9361,19659,AW00019659,3780.0,Wyatt Robinson,Wyatt,Robinson,0.0,4
9362,19660,AW00019660,4968.0,Devin Hill,Devin,Hill,1.0,4
9363,19661,AW00019661,14788.0,Nathaniel Cox,Nathaniel,Cox,1.0,6
9364,19662,AW00019662,19046.0,Lauren Powell,Lauren,Powell,0.0,6
9365,19663,AW00019663,16841.0,Alex Allen,Alex,Allen,0.0,1
9366,19664,AW00019664,6511.0,Ethan Alexander,Ethan,Alexander,0.0,1
9367,19665,AW00019665,13752.0,Eduardo Gonzales,Eduardo,Gonzales,0.0,4
9368,19666,AW00019666,3211.0,Hailey Alexander,Hailey,Alexander,0.0,9
9369,19667,AW00019667,15766.0,Billy Carlson,Billy,Carlson,1.0,9
9370,19668,AW00019668,2960.0,Erick Patel,Erick,Patel,1.0,1
9371,19669,AW00019669,10688.0,Hailey Hill,Hailey,Hill,0.0,1
9372,19670,AW00019670,19284.0,Erik Gutierrez,Erik,Gutierrez,0.0,4
9373,19671,AW00019671,18721.0,Michael Davis,Michael,Davis,1.0,4
9374,19672,AW00019672,4963.0,Rosa Zhao,Rosa,Zhao,0.0,9
9375,19673,AW00019673,14527.0,Mathew Navarro,Mathew,Navarro,1.0,9
9376,19674,AW00019674,16278.0,Casey Deng,Casey,Deng,2.0,9
9377,19675,AW00019675,20562.0,Dwayne Gill,Dwayne,Gill,0.0,9
9378,19676,AW00019676,18658.0,Diana Gutierrez,Diana,Gutierrez,0.0,9
9379,19677,AW00019677,7004.0,Dylan Shan,Dylan,Shan,0.0,9
9380,19678,AW00019678,15778.0,Martin Rodriguez,Martin,Rodriguez,1.0,1
9381,19679,AW00019679,2983.0,Erick Rana,Erick,Rana,1.0,4
9382,19680,AW00019680,10528.0,Jan King,Jan,King,0.0,1
9383,19681,AW00019681,10487.0,Morgan King,Morgan,King,1.0,6
9384,19682,AW00019682,5319.0,Eric Kumar,Eric,Kumar,2.0,1
9385,19683,AW00019683,4677.0,Marcus Parker,Marcus,Parker,2.0,1
9386,19684,AW00019684,10738.0,Alexandra Lee,Alexandra,Lee,0.0,1
9387,19685,AW00019685,18874.0,Brandy Perez,Brandy,Perez,1.0,4
9388,19686,AW00019686,4884.0,Charles Hernandez,Charles,Hernandez,2.0,4
9389,19687,AW00019687,5591.0,Connor Coleman,Connor,Coleman,2.0,4
9390,19688,AW00019688,16246.0,Timothy Baker,Timothy,Baker,2.0,4
9391,19689,AW00019689,12687.0,Elizabeth Gonzales,Elizabeth,Gonzales,0.0,1
9392,19690,AW00019690,17212.0,Robert White,Robert,White,1.0,4
9393,19691,AW00019691,8496.0,Gabriella Cox,Gabriella,Cox,0.0,1
9394,19692,AW00019692,15693.0,Aaron Edwards,Aaron,Edwards,2.0,4
9395,19693,AW00019693,12729.0,Kayla Foster,Kayla,Foster,0.0,6
9396,19694,AW00019694,10050.0,Stephanie Perez,Stephanie,Perez,2.0,1
9397,19695,AW00019695,16296.0,Angel Gonzalez,Angel,Gonzalez,1.0,1
9398,19696,AW00019696,5242.0,Adam Patterson,Adam,Patterson,1.0,4
9399,19697,AW00019697,2519.0,Isabella Wood,Isabella,Wood,1.0,4
9400,19698,AW00019698,3104.0,Stephanie Barnes,Stephanie,Barnes,0.0,4
9401,19699,AW00019699,3094.0,Stephanie James,Stephanie,James,0.0,1
9402,19700,AW00019700,17492.0,Gabriel Hall,Gabriel,Hall,0.0,4
9403,19701,AW00019701,7690.0,Arianna Wood,Arianna,Wood,0.0,1
9404,19702,AW00019702,13663.0,Edward Diaz,Edward,Diaz,0.0,4
9405,19703,AW00019703,10367.0,Katelyn Baker,Katelyn,Baker,2.0,4
9406,19704,AW00019704,15741.0,Nathan Collins,Nathan,Collins,0.0,6
9407,19705,AW00019705,3671.0,Anna Hughes,Anna,Hughes,2.0,6
9408,19706,AW00019706,6732.0,Benjamin Diaz,Benjamin,Diaz,0.0,1
9409,19707,AW00019707,14659.0,Cole Cooper,Cole,Cooper,1.0,4
9410,19708,AW00019708,20534.0,April Luo,April,Luo,1.0,4
9411,19709,AW00019709,18187.0,Christian Martin,Christian,Martin,1.0,6
9412,19710,AW00019710,7716.0,Arianna Gonzales,Arianna,Gonzales,0.0,6
9413,19711,AW00019711,14675.0,Devin Cooper,Devin,Cooper,2.0,1
9414,19712,AW00019712,16110.0,Eric Phillips,Eric,Phillips,0.0,1
9415,19713,AW00019713,20647.0,Morgan Stewart,Morgan,Stewart,0.0,1
9416,19714,AW00019714,7642.0,Angela Price,Angela,Price,0.0,4
9417,19715,AW00019715,15555.0,Elijah Parker,Elijah,Parker,1.0,4
9418,19716,AW00019716,17768.0,Logan Martin,Logan,Martin,0.0,4
9419,19717,AW00019717,3726.0,Edward Hill,Edward,Hill,0.0,1
9420,19718,AW00019718,3598.0,Taylor Butler,Taylor,Butler,0.0,1
9421,19719,AW00019719,16832.0,Hunter Baker,Hunter,Baker,0.0,4
9422,19720,AW00019720,9644.0,Kaitlyn Phillips,Kaitlyn,Phillips,2.0,1
9423,19721,AW00019721,17438.0,Noah Allen,Noah,Allen,2.0,1
9424,19722,AW00019722,15188.0,Dalton Bailey,Dalton,Bailey,2.0,4
9425,19723,AW00019723,19372.0,Olivia Russell,Olivia,Russell,0.0,4
9426,19724,AW00019724,15317.0,Bryce Morris,Bryce,Morris,1.0,1
9427,19725,AW00019725,8328.0,Alexandria Ramirez,Alexandria,Ramirez,1.0,4
9428,19726,AW00019726,13662.0,Javier Rubio,Javier,Rubio,0.0,6
9429,19727,AW00019727,18760.0,Natasha Vazquez,Natasha,Vazquez,0.0,1
9430,19728,AW00019728,3825.0,Wyatt Edwards,Wyatt,Edwards,1.0,1
9431,19729,AW00019729,19971.0,Nicole Patterson,Nicole,Patterson,0.0,6
9432,19730,AW00019730,17027.0,Ricardo Black,Ricardo,Black,0.0,4
9433,19731,AW00019731,17558.0,Jonathan Allen,Jonathan,Allen,0.0,4
9434,19732,AW00019732,16634.0,Kyle Hill,Kyle,Hill,1.0,4
9435,19733,AW00019733,7868.0,Caitlin Watson,Caitlin,Watson,2.0,1
9436,19734,AW00019734,11273.0,Natalie Weisman,Natalie,Weisman,2.0,4
9437,19735,AW00019735,9104.0,Mackenzie Reed,Mackenzie,Reed,2.0,4
9438,19736,AW00019736,19730.0,Rachel Kelly,Rachel,Kelly,0.0,4
9439,19737,AW00019737,8324.0,Erin Ramirez,Erin,Ramirez,1.0,1
9440,19738,AW00019738,15985.0,Henry Martinez,Henry,Martinez,2.0,1
9441,19739,AW00019739,13920.0,Lucas Perry,Lucas,Perry,0.0,4
9442,19740,AW00019740,5881.0,Connie Liang,Connie,Liang,0.0,1
9443,19741,AW00019741,3233.0,María Rivera,María,Rivera,0.0,1
9444,19742,AW00019742,7121.0,Alexia Russell,Alexia,Russell,1.0,1
9445,19743,AW00019743,19584.0,Holly Rana,Holly,Rana,2.0,1
9446,19744,AW00019744,11879.0,Tamara Cai,Tamara,Cai,0.0,4
9447,19745,AW00019745,12728.0,Kayla Simmons,Kayla,Simmons,0.0,4
9448,19746,AW00019746,3099.0,Stephanie Sanders,Stephanie,Sanders,0.0,6
9449,19747,AW00019747,13108.0,Louis Rai,Louis,Rai,1.0,4
9450,19748,AW00019748,19335.0,Cory Prasad,Cory,Prasad,0.0,9
9451,19749,AW00019749,11272.0,Natalie Jackson,Natalie,Jackson,0.0,4
9452,19750,AW00019750,13563.0,Miguel Flores,Miguel,Flores,0.0,6
9453,19751,AW00019751,10898.0,Kaylee Hall,Kaylee,Hall,1.0,6
9454,19752,AW00019752,9635.0,Ebony Madan,Ebony,Madan,0.0,9
9455,19753,AW00019753,2430.0,Lisa Gao,Lisa,Gao,1.0,9
9456,19754,AW00019754,16702.0,Francisco Rana,Francisco,Rana,0.0,1
9457,19755,AW00019755,19061.0,Lauren Foster,Lauren,Foster,0.0,1
9458,19756,AW00019756,5259.0,Nicolas Yuan,Nicolas,Yuan,0.0,4
9459,19757,AW00019757,10960.0,Allison Allen,Allison,Allen,0.0,6
9460,19758,AW00019758,17191.0,Alex Wright,Alex,Wright,0.0,4
9461,19759,AW00019759,2870.0,Sydney Barnes,Sydney,Barnes,0.0,4
9462,19760,AW00019760,2906.0,Sydney Russell,Sydney,Russell,2.0,4
9463,19761,AW00019761,17315.0,Alan Lu,Alan,Lu,2.0,9
9464,19762,AW00019762,12122.0,Warren Ma,Warren,Ma,0.0,9
9465,19763,AW00019763,13248.0,Roger Lu,Roger,Lu,1.0,9
9466,19764,AW00019764,9124.0,Wayne Pal,Wayne,Pal,0.0,9
9467,19765,AW00019765,11190.0,Ruben Patel,Ruben,Patel,0.0,9
9468,19766,AW00019766,13138.0,Edwin Lin,Edwin,Lin,0.0,9
9469,19767,AW00019767,11822.0,Ross Serrano,Ross,Serrano,0.0,4
9470,19768,AW00019768,18142.0,Christopher Jackson,Christopher,Jackson,0.0,4
9471,19769,AW00019769,8180.0,Andrea Peterson,Andrea,Peterson,0.0,4
9472,19770,AW00019770,4978.0,Rosa Liang,Rosa,Liang,2.0,9
9473,19771,AW00019771,8629.0,Tasha Jai,Tasha,Jai,0.0,9
9474,19772,AW00019772,14726.0,Hector Vazquez,Hector,Vazquez,0.0,9
9475,19773,AW00019773,15594.0,Ricky Gutierrez,Ricky,Gutierrez,0.0,9
9476,19774,AW00019774,11713.0,Brianna Davis,Brianna,Davis,1.0,1
9477,19775,AW00019775,11982.0,Alisha Cai,Alisha,Cai,0.0,4
9478,19776,AW00019776,20348.0,Judith Murphy,Judith,Murphy,0.0,4
9479,19777,AW00019777,17686.0,Jonathan Thomas,Jonathan,Thomas,1.0,4
9480,19778,AW00019778,11210.0,Isabella Jones,Isabella,Jones,0.0,4
9481,19779,AW00019779,13008.0,Emily Foster,Emily,Foster,0.0,1
9482,19780,AW00019780,11724.0,Brianna White,Brianna,White,2.0,4
9483,19781,AW00019781,12766.0,Alexis Washington,Alexis,Washington,0.0,6
9484,19782,AW00019782,20247.0,Derek Shan,Derek,Shan,1.0,9
9485,19783,AW00019783,17176.0,Tony Kumar,Tony,Kumar,1.0,9
9486,19784,AW00019784,11337.0,Christy Liu,Christy,Liu,0.0,9
9487,19785,AW00019785,19330.0,Olivia Ramirez,Olivia,Ramirez,0.0,9
9488,19786,AW00019786,13750.0,Robin Carlson,Robin,Carlson,2.0,9
9489,19787,AW00019787,16627.0,Alex Hill,Alex,Hill,0.0,9
9490,19788,AW00019788,2517.0,Kristen Hu,Kristen,Hu,0.0,9
9491,19789,AW00019789,16407.0,Gloria Munoz,Gloria,Munoz,1.0,9
9492,19790,AW00019790,20708.0,Amy Wu,Amy,Wu,2.0,9
9493,19791,AW00019791,11949.0,Warren Zhou,Warren,Zhou,0.0,9
9494,19792,AW00019792,8747.0,Cristina Nara,Cristina,Nara,0.0,9
9495,19793,AW00019793,16196.0,Tina Smith,Tina,Smith,2.0,9
9496,19794,AW00019794,14782.0,Danny Ortega,Danny,Ortega,0.0,9
9497,19795,AW00019795,19157.0,Casey Navarro,Casey,Navarro,0.0,9
9498,19796,AW00019796,11324.0,Marshall Xie,Marshall,Xie,0.0,9
9499,19797,AW00019797,17740.0,Clarence Liu,Clarence,Liu,2.0,9
9500,19798,AW00019798,4800.0,Bianca Ma,Bianca,Ma,0.0,9
9501,19799,AW00019799,18233.0,Austin Taylor,Austin,Taylor,0.0,4
9502,19800,AW00019800,11643.0,Lauren White,Lauren,White,0.0,4
9503,19801,AW00019801,18370.0,John Lee,John,Lee,1.0,6
9504,19802,AW00019802,8348.0,Sara James,Sara,James,0.0,6
9505,19803,AW00019803,8028.0,Jermaine Mehta,Jermaine,Mehta,2.0,1
9506,19804,AW00019804,6308.0,Cameron Foster,Cameron,Foster,2.0,1
9507,19805,AW00019805,8098.0,Mariah Butler,Mariah,Butler,0.0,4
9508,19806,AW00019806,15486.0,Nancy Perez,Nancy,Perez,1.0,4
9509,19807,AW00019807,2536.0,Shannon Zhao,Shannon,Zhao,1.0,9
9510,19808,AW00019808,7985.0,Brooke Kelly,Brooke,Kelly,0.0,4
9511,19809,AW00019809,5321.0,Eric Sharma,Eric,Sharma,0.0,4
9512,19810,AW00019810,13377.0,Oscar Long,Oscar,Long,0.0,4
9513,19811,AW00019811,16851.0,Evan Allen,Evan,Allen,1.0,1
9514,19812,AW00019812,2841.0,Sydney Morgan,Sydney,Morgan,0.0,4
9515,19813,AW00019813,10056.0,Rebecca Perez,Rebecca,Perez,0.0,1
9516,19814,AW00019814,13605.0,Blake Washington,Blake,Washington,1.0,4
9517,19815,AW00019815,18192.0,Christian Thompson,Christian,Thompson,1.0,1
9518,19816,AW00019816,4778.0,Lucas Brown,Lucas,Brown,0.0,1
9519,19817,AW00019817,20731.0,Morgan Flores,Morgan,Flores,2.0,6
9520,19818,AW00019818,11720.0,Brianna Anderson,Brianna,Anderson,0.0,4
9521,19819,AW00019819,18870.0,Andrew Brown,Andrew,Brown,0.0,4
9522,19820,AW00019820,2805.0,Alexandra Coleman,Alexandra,Coleman,0.0,4
9523,19821,AW00019821,10449.0,Tabitha Vazquez,Tabitha,Vazquez,0.0,4
9524,19822,AW00019822,16691.0,Carlos Adams,Carlos,Adams,1.0,6
9525,19823,AW00019823,3975.0,Abigail Foster,Abigail,Foster,2.0,6
9526,19824,AW00019824,5143.0,Jordan Perry,Jordan,Perry,2.0,1
9527,19825,AW00019825,9681.0,Gilbert Ferrier,Gilbert,Ferrier,1.0,4
9528,19826,AW00019826,6696.0,Clarence Zhao,Clarence,Zhao,0.0,6
9529,19827,AW00019827,18025.0,Justin Smith,Justin,Smith,0.0,6
9530,19828,AW00019828,12322.0,Madison Wilson,Madison,Wilson,2.0,6
9531,19829,AW00019829,4276.0,Lucas Mitchell,Lucas,Mitchell,2.0,6
9532,19830,AW00019830,3344.0,Gabrielle Long,Gabrielle,Long,0.0,6
9533,19831,AW00019831,4890.0,Charles Green,Charles,Green,1.0,4
9534,19832,AW00019832,14434.0,Sheila Hernandez,Sheila,Hernandez,1.0,4
9535,19833,AW00019833,7984.0,Michelle Kelly,Michelle,Kelly,2.0,1
9536,19834,AW00019834,17054.0,Johnny Sharma,Johnny,Sharma,2.0,1
9537,19835,AW00019835,10941.0,Jordan Allen,Jordan,Allen,1.0,1
9538,19836,AW00019836,5834.0,Kevin Jai,Kevin,Jai,2.0,6
9539,19837,AW00019837,19186.0,Philip Jimenez,Philip,Jimenez,0.0,4
9540,19838,AW00019838,14562.0,Jared Ramirez,Jared,Ramirez,1.0,1
9541,19839,AW00019839,4493.0,Carly Yuan,Carly,Yuan,2.0,6
9542,19840,AW00019840,3494.0,Jessica James,Jessica,James,2.0,4
9543,19841,AW00019841,7613.0,Alexandria Jenkins,Alexandria,Jenkins,1.0,4
9544,19842,AW00019842,9656.0,Katherine Phillips,Katherine,Phillips,0.0,1
9545,19843,AW00019843,5625.0,Connor Kumar,Connor,Kumar,2.0,4
9546,19844,AW00019844,19497.0,Emma Murphy,Emma,Murphy,0.0,6
9547,19845,AW00019845,3879.0,Fernando Hernandez,Fernando,Hernandez,0.0,1
9548,19846,AW00019846,13968.0,Seth Patterson,Seth,Patterson,0.0,1
9549,19847,AW00019847,9368.0,Brendan Anand,Brendan,Anand,1.0,6
9550,19848,AW00019848,3911.0,Bryant Malhotra,Bryant,Malhotra,0.0,1
9551,19849,AW00019849,18294.0,Jorge Wu,Jorge,Wu,0.0,4
9552,19850,AW00019850,4026.0,Jeremiah Hill,Jeremiah,Hill,0.0,4
9553,19851,AW00019851,13099.0,Louis Pal,Louis,Pal,0.0,4
9554,19852,AW00019852,16441.0,Eric Carter,Eric,Carter,2.0,1
9555,19853,AW00019853,15608.0,Ricky Ramos,Ricky,Ramos,0.0,4
9556,19854,AW00019854,10849.0,Katherine Hall,Katherine,Hall,2.0,4
9557,19855,AW00019855,18222.0,John Smith,John,Smith,0.0,6
9558,19856,AW00019856,7423.0,Tammy Madan,Tammy,Madan,1.0,4
9559,19857,AW00019857,19079.0,Megan Rogers,Megan,Rogers,2.0,4
9560,19858,AW00019858,9412.0,Jenna Collins,Jenna,Collins,0.0,1
9561,19859,AW00019859,2425.0,Lisa Zhao,Lisa,Zhao,1.0,4
9562,19860,AW00019860,10405.0,Sara Young,Sara,Young,2.0,1
